ID,BirdID,Year,Date,SunriseTimeDaylightSavings,TimeCapt,TimeOfDay,Sex,Stage,Agecat,Ageminyears,PCV,PCVcntr,PCVcntr2,PCV_percent,PCV_percent_cntr,PCV_percent_cntr2,Hb,Hbcntr,Hbcntr2,Hbdiv10,Hbdiv10cntr,Hbdiv10cntr2,SMI,SMIcntr,SMIcntr2,Muscle,Musclecntr,Musclecntr2,Fat,Fatcntr,Fatcntr2,PC1,PC1sq,PC2,PC2sq,NumberIndependent
385,026-59982,4(2009-10),13-Mar-10,5:38,6:00,22,0,N,1Y,1,0.490,0.010723,0.000115,49.0,1.10,1.21,155,-17.67,312.1821,15.5,-1.80,3.2400,9.12,-0.9399,0.8834,1.0,-1.11,1.2220,1.0,-1.11,1.2420,-0.538406,0.289881,-2.354949,5.545787,2
387,026-59984,4(2009-10),29-Dec-09,5:02,5:28,26,0,pre,1Y,1,0.440,-0.039277,0.001543,44.0,-3.90,15.21,159,-13.67,186.8327,15.9,-1.40,1.9600,8.54,-1.5246,2.3245,1.0,-1.11,1.2220,3.5,1.39,1.9197,0.699053,0.488675,-2.091039,4.372446,0
388,026-59986,4(2009-10),03-Mar-10,5:35,7:48,133,0,I,1Y,1,0.500,0.020723,0.000429,50.0,2.10,4.41,177,4.33,18.7604,17.7,0.40,0.1600,9.98,-0.0785,0.0062,1.0,-1.11,1.2220,3.0,0.89,0.7842,-0.714692,0.510785,-0.467221,0.218295,3
391,026-59995,4(2009-10),31-Mar-10,5:42,10:08,266,1,I,A1Y,2,0.540,0.060723,0.003687,54.0,6.10,37.21,194,21.33,455.0254,19.4,2.10,4.4100,10.04,-0.0182,0.0003,2.0,-0.11,0.0111,3.5,1.39,1.9197,-1.715001,2.941227,1.685052,2.839399,0
392,026-60003,3(2008-09),21-Jan-09,6:17,7:10,53,0,L,1Y,1,0.450,-0.029277,0.000857,45.0,-2.90,8.41,156,-16.67,277.8447,15.6,-1.70,2.8900,8.91,-1.1498,1.3221,2.0,-0.11,0.0111,1.0,-1.11,1.2420,0.404057,0.163262,-1.867521,3.487636,0
397,026-60016,4(2009-10),02-Feb-10,5:23,7:20,117,1,B,A1Y,2,0.450,-0.029277,0.000857,45.0,-2.90,8.41,158,-14.67,215.1700,15.8,-1.50,2.2500,9.37,-0.6894,0.4753,1.0,-1.11,1.2220,0.5,-1.61,2.6065,0.052676,0.002775,-2.847681,8.109285,0
400,026-60039,3(2008-09),16-Jan-09,6:14,7:26,72,0,B,A1Y,2,0.480,0.000723,0.000001,48.0,0.10,0.01,181,8.33,69.4110,18.1,0.80,0.6400,9.99,-0.0682,0.0046,2.5,0.39,0.1557,1.0,-1.11,1.2420,-0.604918,0.365926,0.117642,0.013840,0
401,026-60039,4(2009-10),28-Apr-10,5:48,7:11,83,0,I,A1Y,3,0.490,0.010723,0.000115,49.0,1.10,1.21,178,5.33,28.4230,17.8,0.50,0.2500,9.72,-0.3362,0.1130,2.0,-0.11,0.0111,1.5,-0.61,0.3776,-0.799996,0.639994,-0.274353,0.075270,3
404,026-60046,3(2008-09),15-Apr-09,5:45,6:09,24,1,N,1Y,1,0.480,0.000723,0.000001,48.0,0.10,0.01,163,-9.67,93.4833,16.3,-1.00,1.0000,9.36,-0.7006,0.4909,1.5,-0.61,0.3665,1.0,-1.11,1.2420,-0.428650,0.183741,-1.650300,2.723489,1
405,026-60049,2(2007-08),15-Apr-08,5:45,7:26,101,0,N,A1Y,2,0.540,0.060723,0.003687,54.0,6.10,37.21,187,14.33,205.3869,18.7,1.40,1.9600,8.85,-1.2097,1.4635,2.5,0.39,0.1557,1.5,-0.61,0.3776,-2.370595,5.619723,0.628636,0.395184,0
406,026-60050,2(2007-08),15-Apr-08,5:45,7:26,101,1,N,A1Y,2,0.470,-0.009277,0.000086,47.0,-0.90,0.81,165,-7.67,58.8086,16.5,-0.80,0.6400,10.19,0.1273,0.0162,3.0,0.89,0.8003,0.0,-2.11,4.4709,0.242444,0.058779,-0.180338,0.032522,0
411,026-60055,4(2009-10),19-Dec-09,4:57,6:55,118,0,pre,A1Y,3,0.460,-0.019277,0.000372,46.0,-1.90,3.61,177,4.33,18.7604,17.7,0.40,0.1600,9.12,-0.9399,0.8834,1.5,-0.61,0.3665,2.0,-0.11,0.0131,-0.478816,0.229265,-1.256444,1.578650,2
418,026-65229,3(2008-09),21-Apr-09,5:46,8:18,152,0,N,1Y,1,0.540,0.060723,0.003687,54.0,6.10,37.21,198,25.33,641.6760,19.8,2.50,6.2500,10.07,0.0110,0.0001,1.0,-1.11,1.2220,2.0,-0.11,0.0131,-2.641872,6.979487,0.125133,0.015658,0
419,026-65242,3(2008-09),21-Apr-09,5:46,5:43,-3,1,N,1Y,1,0.570,0.090723,0.008231,57.0,9.10,82.81,211,38.33,1469.2905,21.1,3.80,14.4400,9.50,-0.5635,0.3176,2.0,-0.11,0.0111,1.0,-1.11,1.2420,-4.004729,16.037856,1.130618,1.278297,1
420,026-65243,3(2008-09),16-Apr-09,5:45,8:32,167,1,N,1Y,1,0.470,-0.009277,0.000086,47.0,-0.90,0.81,183,10.33,106.7363,18.3,1.00,1.0000,9.11,-0.9496,0.9017,1.5,-0.61,0.3665,0.0,-2.11,4.4709,-1.520641,2.312350,-1.838495,3.380063,0
421,026-65320,4(2009-10),27-Mar-10,5:41,8:26,165,1,L,1Y,1,0.480,0.000723,0.000001,48.0,0.10,0.01,172,-0.67,0.4471,17.2,-0.10,0.0100,9.61,-0.4490,0.2016,2.0,-0.11,0.0111,0.0,-2.11,4.4709,-0.838968,0.703867,-1.215953,1.478542,0
423,026-67701,4(2009-10),13-Mar-10,5:38,6:00,22,0,N,A1Y,2,0.480,0.000723,0.000001,48.0,0.10,0.01,155,-17.67,312.1821,15.5,-1.80,3.2400,9.62,-0.4354,0.1896,1.5,-0.61,0.3665,3.0,0.89,0.7842,0.627345,0.393562,-0.873051,0.762218,1
425,026-67727,4(2009-10),24-Mar-10,5:40,6:57,77,0,L,A1Y,2,0.480,0.000723,0.000001,48.0,0.10,0.01,171,-1.67,2.7845,17.1,-0.20,0.0400,10.74,0.6814,0.4644,2.0,-0.11,0.0111,4.0,1.89,3.5553,0.887847,0.788272,0.980232,0.960854,0
426,026-67752,4(2009-10),24-Mar-10,5:40,6:10,30,1,L,A1Y,2,0.520,0.040723,0.001658,52.0,4.10,16.81,172,-0.67,0.4471,17.2,-0.10,0.0100,9.20,-0.8555,0.7318,1.0,-1.11,1.2220,3.0,0.89,0.7842,-1.225012,1.500656,-0.722346,0.521784,0
427,026-67772,4(2009-10),13-Mar-10,5:38,6:00,22,1,N,A1Y,2,0.520,0.040723,0.001658,52.0,4.10,16.81,168,-4.67,21.7965,16.8,-0.50,0.2500,10.14,0.0793,0.0063,2.0,-0.11,0.0111,2.5,0.39,0.1486,-0.448171,0.200857,0.466302,0.217437,1
429,026-72402,4(2009-10),06-Feb-10,5:26,7:08,102,0,L,1Y,1,0.440,-0.039277,0.001543,44.0,-3.90,15.21,158,-14.67,215.1700,15.8,-1.50,2.2500,11.69,1.6292,2.6542,2.0,-0.11,0.0111,2.0,-0.11,0.0131,2.055042,4.223198,-0.178732,0.031945,5
